accession,goAnnotation.ontologyTerm.identifier,goAnnotation.ontologyTerm.namespace,goAnnotation.qualifier
CPX:CPX-1608,GO:0032040,cellular_component,biolink:located_in
CPX:CPX-161,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-161,GO:1990626,biological_process,biolink:actively_involved_in
CPX:CPX-161,GO:1990627,biological_process,biolink:actively_involved_in
CPX:CPX-1610,GO:0000786,cellular_component,biolink:located_in
CPX:CPX-1610,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1610,GO:0006333,None,None
CPX:CPX-1611,GO:0000786,cellular_component,biolink:located_in
CPX:CPX-1611,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1611,GO:0006333,None,None
CPX:CPX-1612,GO:0000786,cellular_component,biolink:located_in
CPX:CPX-1612,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1612,GO:0006333,None,None
CPX:CPX-1613,GO:0000786,cellular_component,biolink:located_in
CPX:CPX-1613,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1613,GO:0006333,None,None
CPX:CPX-1613,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-1614,GO:0000786,cellular_component,biolink:located_in
CPX:CPX-1614,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1614,GO:0006333,None,None
CPX:CPX-1614,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-1616,GO:0005198,molecular_function,biolink:enables
CPX:CPX-1616,GO:0048268,biological_process,biolink:actively_involved_in
CPX:CPX-1616,GO:0071439,cellular_component,biolink:located_in
CPX:CPX-162,GO:0019408,biological_process,biolink:actively_involved_in
CPX:CPX-162,GO:0045547,molecular_function,biolink:enables
CPX:CPX-162,GO:1904423,cellular_component,biolink:located_in
CPX:CPX-1622,GO:0033565,cellular_component,biolink:located_in
CPX:CPX-1622,GO:0043130,molecular_function,biolink:enables
CPX:CPX-1622,GO:0043162,biological_process,biolink:actively_involved_in
CPX:CPX-1623,GO:0000814,cellular_component,biolink:located_in
CPX:CPX-1623,GO:0043130,molecular_function,biolink:enables
CPX:CPX-1623,GO:0043162,biological_process,biolink:actively_involved_in
CPX:CPX-1624,GO:0000815,cellular_component,biolink:located_in
CPX:CPX-1624,GO:0043162,biological_process,biolink:actively_involved_in
CPX:CPX-1625,GO:0030897,cellular_component,biolink:located_in
CPX:CPX-1625,GO:0042144,biological_process,biolink:actively_involved_in
CPX:CPX-1625,GO:0099022,biological_process,biolink:actively_involved_in
CPX:CPX-1626,GO:0031901,cellular_component,biolink:located_in
CPX:CPX-1626,GO:0032889,biological_process,biolink:actively_involved_in
CPX:CPX-1626,GO:0033263,cellular_component,biolink:located_in
CPX:CPX-1626,GO:0099022,biological_process,biolink:actively_involved_in
CPX:CPX-1627,GO:0012505,cellular_component,biolink:located_in
CPX:CPX-1627,GO:0043291,cellular_component,biolink:located_in
CPX:CPX-1627,GO:0070072,biological_process,biolink:actively_involved_in
CPX:CPX-1628,GO:0000184,biological_process,biolink:actively_involved_in
CPX:CPX-1628,GO:0000290,biological_process,biolink:actively_involved_in
CPX:CPX-1628,GO:0003729,molecular_function,biolink:enables
CPX:CPX-1628,GO:0031087,biological_process,biolink:actively_involved_in
CPX:CPX-1628,GO:0050072,molecular_function,biolink:enables
CPX:CPX-1628,GO:0098745,cellular_component,biolink:located_in
CPX:CPX-1629,GO:0031305,cellular_component,biolink:located_in
CPX:CPX-1629,GO:0042721,cellular_component,biolink:located_in
CPX:CPX-1629,GO:0045039,biological_process,biolink:actively_involved_in
CPX:CPX-1630,GO:0004222,molecular_function,biolink:enables
CPX:CPX-1630,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-1630,GO:0006627,biological_process,biolink:actively_involved_in
CPX:CPX-1630,GO:0017087,cellular_component,biolink:located_in
CPX:CPX-1631,GO:0000049,molecular_function,biolink:enables
CPX:CPX-1631,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1631,GO:0016429,molecular_function,biolink:enables
CPX:CPX-1631,GO:0030488,biological_process,biolink:actively_involved_in
CPX:CPX-1631,GO:0031515,cellular_component,biolink:located_in
CPX:CPX-1631,GO:1904047,molecular_function,biolink:enables
CPX:CPX-1632,GO:0000049,molecular_function,biolink:enables
CPX:CPX-1632,GO:0008176,molecular_function,biolink:enables
CPX:CPX-1632,GO:0030488,biological_process,biolink:actively_involved_in
CPX:CPX-1632,GO:0043527,cellular_component,biolink:located_in
CPX:CPX-1632,GO:1904047,molecular_function,biolink:enables
CPX:CPX-1633,GO:0000978,molecular_function,biolink:enables
CPX:CPX-1633,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1633,GO:0005672,cellular_component,biolink:located_in
CPX:CPX-1633,GO:0045944,biological_process,biolink:actively_involved_in
CPX:CPX-1633,GO:0051123,biological_process,biolink:actively_involved_in
CPX:CPX-1633,GO:0060261,biological_process,biolink:actively_involved_in
CPX:CPX-1634,GO:0004660,molecular_function,biolink:enables
CPX:CPX-1634,GO:0005965,cellular_component,biolink:located_in
CPX:CPX-1634,GO:0018343,biological_process,biolink:actively_involved_in
CPX:CPX-1635,GO:0004662,molecular_function,biolink:enables
CPX:CPX-1635,GO:0005953,cellular_component,biolink:located_in
CPX:CPX-1635,GO:0018344,biological_process,biolink:actively_involved_in
CPX:CPX-1636,GO:0004663,molecular_function,biolink:enables
CPX:CPX-1636,GO:0005968,cellular_component,biolink:located_in
CPX:CPX-1636,GO:0018344,biological_process,biolink:actively_involved_in
CPX:CPX-1637,GO:0008290,cellular_component,biolink:located_in
CPX:CPX-1637,GO:0015629,cellular_component,biolink:located_in
CPX:CPX-1637,GO:0051015,molecular_function,biolink:enables
CPX:CPX-1637,GO:0051016,biological_process,biolink:actively_involved_in
CPX:CPX-1638,GO:0004579,molecular_function,biolink:enables
CPX:CPX-1638,GO:0006487,biological_process,biolink:actively_involved_in
CPX:CPX-1638,GO:0008250,cellular_component,biolink:located_in
CPX:CPX-1638,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-1639,GO:0004579,molecular_function,biolink:enables
CPX:CPX-1639,GO:0006487,biological_process,biolink:actively_involved_in
CPX:CPX-1639,GO:0008250,cellular_component,biolink:located_in
CPX:CPX-1639,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-1640,GO:0000111,cellular_component,biolink:located_in
CPX:CPX-1640,GO:0000715,biological_process,biolink:actively_involved_in
CPX:CPX-1640,GO:0003684,molecular_function,biolink:enables
CPX:CPX-1641,GO:0000811,cellular_component,biolink:located_in
CPX:CPX-1641,GO:0003697,molecular_function,biolink:enables
CPX:CPX-1641,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1641,GO:0006268,biological_process,biolink:actively_involved_in
CPX:CPX-1641,GO:1900264,biological_process,biolink:actively_involved_in
CPX:CPX-1641,GO:1903934,biological_process,biolink:actively_involved_in
CPX:CPX-1642,GO:0001046,molecular_function,biolink:enables
CPX:CPX-1642,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1642,GO:0005669,cellular_component,biolink:located_in
CPX:CPX-1642,GO:0045944,biological_process,biolink:actively_involved_in
CPX:CPX-1643,GO:0004577,molecular_function,biolink:enables
CPX:CPX-1643,GO:0006488,biological_process,biolink:actively_involved_in
CPX:CPX-1643,GO:0042406,cellular_component,biolink:located_in
CPX:CPX-1643,GO:0043541,cellular_component,biolink:located_in
CPX:CPX-1644,GO:0000794,cellular_component,biolink:located_in
CPX:CPX-1644,GO:0003690,molecular_function,biolink:enables
CPX:CPX-1644,GO:0007129,biological_process,biolink:actively_involved_in
CPX:CPX-1644,GO:0007131,biological_process,biolink:actively_involved_in
CPX:CPX-1645,GO:0000750,biological_process,biolink:actively_involved_in
CPX:CPX-1645,GO:0005886,cellular_component,biolink:located_in
CPX:CPX-1645,GO:0031680,cellular_component,biolink:located_in
CPX:CPX-1646,GO:0000750,biological_process,biolink:actively_involved_in
CPX:CPX-1646,GO:0005525,molecular_function,biolink:enables
CPX:CPX-1646,GO:0005834,cellular_component,biolink:located_in
CPX:CPX-1646,GO:0019003,molecular_function,biolink:enables
CPX:CPX-1647,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-1647,GO:0005684,cellular_component,biolink:located_in
CPX:CPX-1647,GO:0030620,molecular_function,biolink:enables
CPX:CPX-1648,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-1648,GO:0030620,molecular_function,biolink:enables
CPX:CPX-1648,GO:0071004,cellular_component,biolink:located_in
CPX:CPX-1649,GO:0036002,molecular_function,biolink:enables
CPX:CPX-1649,GO:0051237,biological_process,biolink:actively_involved_in
CPX:CPX-1649,GO:0070274,cellular_component,biolink:located_in
CPX:CPX-1651,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-1651,GO:0000974,cellular_component,biolink:located_in
CPX:CPX-1652,GO:0005198,molecular_function,biolink:enables
CPX:CPX-1652,GO:0006890,biological_process,biolink:actively_involved_in
CPX:CPX-1652,GO:0030126,cellular_component,biolink:located_in
CPX:CPX-1653,GO:0030904,cellular_component,biolink:located_in
CPX:CPX-1653,GO:0042147,biological_process,biolink:actively_involved_in
CPX:CPX-1653,GO:0045053,biological_process,biolink:actively_involved_in
CPX:CPX-1654,GO:0004222,molecular_function,biolink:enables
CPX:CPX-1654,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1654,GO:0005743,cellular_component,biolink:located_in
CPX:CPX-1654,GO:0005745,cellular_component,biolink:located_in
CPX:CPX-1654,GO:0030163,biological_process,biolink:actively_involved_in
CPX:CPX-1654,GO:0065003,biological_process,biolink:actively_involved_in
CPX:CPX-1655,GO:0004222,molecular_function,biolink:enables
CPX:CPX-1655,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1655,GO:0030163,biological_process,biolink:actively_involved_in
CPX:CPX-1655,GO:0031305,cellular_component,biolink:located_in
CPX:CPX-1655,GO:0031942,cellular_component,biolink:located_in
CPX:CPX-1655,GO:0045041,biological_process,biolink:actively_involved_in
CPX:CPX-1656,GO:0000127,cellular_component,biolink:located_in
CPX:CPX-1656,GO:0003677,molecular_function,biolink:enables
CPX:CPX-1656,GO:0006384,biological_process,biolink:actively_involved_in
CPX:CPX-1657,GO:0000339,molecular_function,biolink:enables
CPX:CPX-1657,GO:0000340,molecular_function,biolink:enables
CPX:CPX-1657,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-1657,GO:0000956,biological_process,biolink:actively_involved_in
CPX:CPX-1657,GO:0003729,molecular_function,biolink:enables
CPX:CPX-1657,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1657,GO:0005845,cellular_component,biolink:located_in
CPX:CPX-1657,GO:0005846,cellular_component,biolink:located_in
CPX:CPX-1657,GO:0006406,biological_process,biolink:actively_involved_in
CPX:CPX-1657,GO:0006970,biological_process,biolink:actively_involved_in
CPX:CPX-1657,GO:0031053,biological_process,biolink:actively_involved_in
CPX:CPX-1657,GO:0031124,biological_process,biolink:actively_involved_in
CPX:CPX-1657,GO:0042789,biological_process,biolink:actively_involved_in
CPX:CPX-1658,GO:0000981,molecular_function,biolink:enables
CPX:CPX-1658,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1658,GO:0005673,cellular_component,biolink:located_in
CPX:CPX-1658,GO:0006367,biological_process,biolink:actively_involved_in
CPX:CPX-1659,GO:0005675,cellular_component,biolink:located_in
CPX:CPX-1659,GO:0006289,biological_process,biolink:actively_involved_in
CPX:CPX-1659,GO:0006367,biological_process,biolink:actively_involved_in
CPX:CPX-1659,GO:0008353,molecular_function,biolink:enables
CPX:CPX-1659,GO:0070816,biological_process,biolink:actively_involved_in
CPX:CPX-166,GO:0019408,biological_process,biolink:actively_involved_in
CPX:CPX-166,GO:0045547,molecular_function,biolink:enables
CPX:CPX-166,GO:1904423,cellular_component,biolink:located_in
CPX:CPX-1660,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1660,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1660,GO:0006367,biological_process,biolink:actively_involved_in
CPX:CPX-1660,GO:0008353,molecular_function,biolink:enables
CPX:CPX-1660,GO:0070985,cellular_component,biolink:located_in
CPX:CPX-1661,GO:0003677,molecular_function,biolink:enables
CPX:CPX-1661,GO:0003727,molecular_function,biolink:enables
CPX:CPX-1661,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1661,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-1661,GO:0032044,cellular_component,biolink:located_in
CPX:CPX-1662,GO:0000122,biological_process,biolink:actively_involved_in
CPX:CPX-1662,GO:0000979,molecular_function,biolink:enables
CPX:CPX-1662,GO:0017054,cellular_component,biolink:located_in
CPX:CPX-1662,GO:0017055,biological_process,biolink:actively_involved_in
CPX:CPX-1663,GO:0000978,molecular_function,biolink:enables
CPX:CPX-1663,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1663,GO:0006972,biological_process,biolink:actively_involved_in
CPX:CPX-1663,GO:0017053,cellular_component,biolink:located_in
CPX:CPX-1663,GO:0045892,biological_process,biolink:actively_involved_in
CPX:CPX-1664,GO:0001054,molecular_function,biolink:enables
CPX:CPX-1664,GO:0001163,molecular_function,biolink:enables
CPX:CPX-1664,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1664,GO:0005736,cellular_component,biolink:located_in
CPX:CPX-1664,GO:0006361,biological_process,biolink:actively_involved_in
CPX:CPX-1664,GO:0006362,biological_process,biolink:actively_involved_in
CPX:CPX-1664,GO:0006363,biological_process,biolink:actively_involved_in
CPX:CPX-1664,GO:0019843,molecular_function,biolink:enables
CPX:CPX-1664,GO:0042790,biological_process,biolink:actively_involved_in
CPX:CPX-1665,GO:0003899,molecular_function,biolink:enables
CPX:CPX-1665,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1665,GO:0006303,biological_process,biolink:actively_involved_in
CPX:CPX-1665,GO:0032807,cellular_component,biolink:located_in
CPX:CPX-1666,GO:0000710,biological_process,biolink:actively_involved_in
CPX:CPX-1666,GO:0004519,molecular_function,biolink:enables
CPX:CPX-1666,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1666,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1666,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1666,GO:0030983,molecular_function,biolink:enables
CPX:CPX-1666,GO:0032389,cellular_component,biolink:located_in
CPX:CPX-1667,GO:0000710,biological_process,biolink:actively_involved_in
CPX:CPX-1667,GO:0004519,molecular_function,biolink:enables
CPX:CPX-1667,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1667,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1667,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1667,GO:0030983,molecular_function,biolink:enables
CPX:CPX-1667,GO:0032390,cellular_component,biolink:located_in
CPX:CPX-1668,GO:0000710,biological_process,biolink:actively_involved_in
CPX:CPX-1668,GO:0004519,molecular_function,biolink:enables
CPX:CPX-1668,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1668,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1668,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1668,GO:0030983,molecular_function,biolink:enables
CPX:CPX-1668,GO:0097587,cellular_component,biolink:located_in
CPX:CPX-1669,GO:0000182,molecular_function,biolink:enables
CPX:CPX-1669,GO:0000183,biological_process,biolink:actively_involved_in
CPX:CPX-1669,GO:0005730,cellular_component,biolink:located_in
CPX:CPX-1669,GO:0030869,cellular_component,biolink:located_in
CPX:CPX-1670,GO:0004520,molecular_function,biolink:enables
CPX:CPX-1670,GO:0007131,biological_process,biolink:actively_involved_in
CPX:CPX-1670,GO:0008821,molecular_function,biolink:enables
CPX:CPX-1670,GO:0043596,cellular_component,biolink:located_in
CPX:CPX-1670,GO:1905347,cellular_component,biolink:located_in
CPX:CPX-1671,GO:0006457,biological_process,biolink:actively_involved_in
CPX:CPX-1671,GO:0015631,molecular_function,biolink:enables
CPX:CPX-1671,GO:0016272,cellular_component,biolink:located_in
CPX:CPX-1671,GO:0051082,molecular_function,biolink:enables
CPX:CPX-1672,GO:0000009,molecular_function,biolink:enables
CPX:CPX-1672,GO:0000032,biological_process,biolink:actively_involved_in
CPX:CPX-1672,GO:0000136,cellular_component,biolink:located_in
CPX:CPX-1672,GO:0097502,biological_process,biolink:actively_involved_in
CPX:CPX-1673,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1673,GO:0006281,biological_process,biolink:actively_involved_in
CPX:CPX-1673,GO:0031298,cellular_component,biolink:located_in
CPX:CPX-1673,GO:0043596,cellular_component,biolink:located_in
CPX:CPX-1673,GO:0048478,biological_process,biolink:actively_involved_in
CPX:CPX-1674,GO:0032511,biological_process,biolink:actively_involved_in
CPX:CPX-1674,GO:0035658,cellular_component,biolink:located_in
CPX:CPX-1674,GO:0048278,biological_process,biolink:actively_involved_in
CPX:CPX-1674,GO:0097352,biological_process,biolink:actively_involved_in
CPX:CPX-1675,GO:0000144,cellular_component,biolink:located_in
CPX:CPX-1675,GO:0005200,molecular_function,biolink:enables
CPX:CPX-1675,GO:0005525,molecular_function,biolink:enables
CPX:CPX-1675,GO:0005619,cellular_component,biolink:located_in
CPX:CPX-1675,GO:0031105,cellular_component,biolink:located_in
CPX:CPX-1675,GO:0032186,biological_process,biolink:actively_involved_in
CPX:CPX-1676,GO:0000045,biological_process,biolink:actively_involved_in
CPX:CPX-1676,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1676,GO:0006468,biological_process,biolink:actively_involved_in
CPX:CPX-1676,GO:0042594,biological_process,biolink:actively_involved_in
CPX:CPX-1676,GO:1990316,cellular_component,biolink:located_in
CPX:CPX-1677,GO:0000139,cellular_component,biolink:located_in
CPX:CPX-1677,GO:0004674,molecular_function,biolink:enables
CPX:CPX-1677,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1677,GO:0010008,cellular_component,biolink:located_in
CPX:CPX-1677,GO:0016303,molecular_function,biolink:enables
CPX:CPX-1677,GO:0034272,cellular_component,biolink:located_in
CPX:CPX-1677,GO:0045324,biological_process,biolink:actively_involved_in
CPX:CPX-1677,GO:0046854,biological_process,biolink:actively_involved_in
CPX:CPX-1678,GO:0000292,biological_process,biolink:actively_involved_in
CPX:CPX-1678,GO:0003723,molecular_function,biolink:enables
CPX:CPX-1678,GO:0031499,cellular_component,biolink:located_in
CPX:CPX-1678,GO:0034062,molecular_function,biolink:enables
CPX:CPX-1679,GO:0000292,biological_process,biolink:actively_involved_in
CPX:CPX-1679,GO:0003723,molecular_function,biolink:enables
CPX:CPX-1679,GO:0031499,cellular_component,biolink:located_in
CPX:CPX-1679,GO:0034062,molecular_function,biolink:enables
CPX:CPX-1680,GO:0000292,biological_process,biolink:actively_involved_in
CPX:CPX-1680,GO:0003723,molecular_function,biolink:enables
CPX:CPX-1680,GO:0031499,cellular_component,biolink:located_in
CPX:CPX-1680,GO:0034062,molecular_function,biolink:enables
CPX:CPX-1681,GO:0004674,molecular_function,biolink:enables
CPX:CPX-1681,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1681,GO:0033551,cellular_component,biolink:located_in
CPX:CPX-1681,GO:0045132,biological_process,biolink:actively_involved_in
CPX:CPX-1682,GO:0000123,cellular_component,biolink:located_in
CPX:CPX-1682,GO:0004402,molecular_function,biolink:enables
CPX:CPX-1682,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1682,GO:0006348,None,None
CPX:CPX-1682,GO:0016573,biological_process,biolink:actively_involved_in
CPX:CPX-1683,GO:0004674,molecular_function,biolink:enables
CPX:CPX-1683,GO:0006468,biological_process,biolink:actively_involved_in
CPX:CPX-1683,GO:0010458,biological_process,biolink:actively_involved_in
CPX:CPX-1683,GO:0032465,biological_process,biolink:actively_involved_in
CPX:CPX-1683,GO:0034973,cellular_component,biolink:located_in
CPX:CPX-1684,GO:0000920,biological_process,biolink:actively_involved_in
CPX:CPX-1684,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1684,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1684,GO:0005934,cellular_component,biolink:located_in
CPX:CPX-1684,GO:0005935,cellular_component,biolink:located_in
CPX:CPX-1684,GO:0006468,biological_process,biolink:actively_involved_in
CPX:CPX-1684,GO:0007163,biological_process,biolink:actively_involved_in
CPX:CPX-1684,GO:0030295,molecular_function,biolink:enables
CPX:CPX-1684,GO:1902554,cellular_component,biolink:located_in
CPX:CPX-1685,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1685,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1685,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1685,GO:0006351,biological_process,biolink:actively_involved_in
CPX:CPX-1685,GO:0006468,biological_process,biolink:actively_involved_in
CPX:CPX-1685,GO:0008353,molecular_function,biolink:enables
CPX:CPX-1686,GO:0006406,biological_process,biolink:actively_involved_in
CPX:CPX-1686,GO:0045944,biological_process,biolink:actively_involved_in
CPX:CPX-1686,GO:0070390,cellular_component,biolink:located_in
CPX:CPX-1687,GO:0006406,biological_process,biolink:actively_involved_in
CPX:CPX-1687,GO:0043021,molecular_function,biolink:enables
CPX:CPX-1687,GO:0045944,biological_process,biolink:actively_involved_in
CPX:CPX-1688,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1688,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1688,GO:0006468,biological_process,biolink:actively_involved_in
CPX:CPX-1688,GO:0043433,biological_process,biolink:actively_involved_in
CPX:CPX-1688,GO:0045936,biological_process,biolink:actively_involved_in
CPX:CPX-1689,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1689,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1689,GO:0005979,biological_process,biolink:actively_involved_in
CPX:CPX-1690,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1690,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1690,GO:0005979,biological_process,biolink:actively_involved_in
CPX:CPX-1691,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1691,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1691,GO:0005979,biological_process,biolink:actively_involved_in
CPX:CPX-1692,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1692,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1692,GO:0005979,biological_process,biolink:actively_involved_in
CPX:CPX-1693,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1693,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1693,GO:0016239,biological_process,biolink:actively_involved_in
CPX:CPX-1693,GO:0051726,biological_process,biolink:actively_involved_in
CPX:CPX-1694,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1694,GO:0001676,biological_process,biolink:actively_involved_in
CPX:CPX-1694,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1694,GO:0005935,cellular_component,biolink:located_in
CPX:CPX-1694,GO:0030952,biological_process,biolink:actively_involved_in
CPX:CPX-1694,GO:0044843,biological_process,biolink:actively_involved_in
CPX:CPX-1694,GO:0051302,biological_process,biolink:actively_involved_in
CPX:CPX-1695,GO:0000082,biological_process,biolink:actively_involved_in
CPX:CPX-1695,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1695,GO:0001676,biological_process,biolink:actively_involved_in
CPX:CPX-1695,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1695,GO:0005935,cellular_component,biolink:located_in
CPX:CPX-1695,GO:0051302,biological_process,biolink:actively_involved_in
CPX:CPX-1696,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1696,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1696,GO:0043433,biological_process,biolink:actively_involved_in
CPX:CPX-1697,GO:0000083,biological_process,biolink:actively_involved_in
CPX:CPX-1697,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1697,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1698,GO:0005798,cellular_component,biolink:located_in
CPX:CPX-1698,GO:0006888,biological_process,biolink:actively_involved_in
CPX:CPX-1698,GO:0006900,biological_process,biolink:actively_involved_in
CPX:CPX-1698,GO:0030176,cellular_component,biolink:located_in
CPX:CPX-1699,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1699,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1699,GO:1902806,biological_process,biolink:actively_involved_in
CPX:CPX-1700,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1700,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1700,GO:1902806,biological_process,biolink:actively_involved_in
CPX:CPX-1701,GO:0000086,biological_process,biolink:actively_involved_in
CPX:CPX-1701,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1701,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1701,GO:0006974,biological_process,biolink:actively_involved_in
CPX:CPX-1702,GO:0000083,biological_process,biolink:actively_involved_in
CPX:CPX-1702,GO:0000307,cellular_component,biolink:located_in
CPX:CPX-1702,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1702,GO:0006974,biological_process,biolink:actively_involved_in
CPX:CPX-1703,GO:0007005,biological_process,biolink:actively_involved_in
CPX:CPX-1703,GO:0035632,cellular_component,biolink:located_in
CPX:CPX-1703,GO:0050821,biological_process,biolink:actively_involved_in
CPX:CPX-1704,GO:0007131,biological_process,biolink:actively_involved_in
CPX:CPX-1705,GO:0000131,cellular_component,biolink:located_in
CPX:CPX-1705,GO:0000164,cellular_component,biolink:located_in
CPX:CPX-1705,GO:0000282,biological_process,biolink:actively_involved_in
CPX:CPX-1705,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1705,GO:0030837,biological_process,biolink:actively_involved_in
CPX:CPX-1705,GO:0045944,biological_process,biolink:actively_involved_in
CPX:CPX-1706,GO:0046513,biological_process,biolink:actively_involved_in
CPX:CPX-1706,GO:0050291,molecular_function,biolink:enables
CPX:CPX-1706,GO:0061576,cellular_component,biolink:located_in
CPX:CPX-1707,GO:0004053,molecular_function,biolink:enables
CPX:CPX-1707,GO:1903269,cellular_component,biolink:located_in
CPX:CPX-1708,GO:0000110,cellular_component,biolink:located_in
CPX:CPX-1708,GO:0000715,biological_process,biolink:actively_involved_in
CPX:CPX-1708,GO:0003684,molecular_function,biolink:enables
CPX:CPX-1708,GO:0004519,molecular_function,biolink:enables
CPX:CPX-1709,GO:0000113,cellular_component,biolink:located_in
CPX:CPX-1709,GO:0003690,molecular_function,biolink:enables
CPX:CPX-1709,GO:0016818,molecular_function,biolink:enables
CPX:CPX-1709,GO:0070911,biological_process,biolink:actively_involved_in
CPX:CPX-1710,GO:0004693,molecular_function,biolink:enables
CPX:CPX-1710,GO:0008353,molecular_function,biolink:enables
CPX:CPX-1710,GO:0031124,biological_process,biolink:actively_involved_in
CPX:CPX-1710,GO:0032806,cellular_component,biolink:located_in
CPX:CPX-1710,GO:0045943,biological_process,biolink:actively_involved_in
CPX:CPX-1710,GO:0045944,biological_process,biolink:actively_involved_in
CPX:CPX-1710,GO:0070816,biological_process,biolink:actively_involved_in
CPX:CPX-1711,GO:0000027,biological_process,biolink:actively_involved_in
CPX:CPX-1711,GO:0000054,biological_process,biolink:actively_involved_in
CPX:CPX-1711,GO:0031125,biological_process,biolink:actively_involved_in
CPX:CPX-1711,GO:0097344,cellular_component,biolink:located_in
CPX:CPX-1712,GO:0000920,biological_process,biolink:actively_involved_in
CPX:CPX-1712,GO:0000921,biological_process,biolink:actively_involved_in
CPX:CPX-1712,GO:0004674,molecular_function,biolink:enables
CPX:CPX-1712,GO:0071902,biological_process,biolink:actively_involved_in
CPX:CPX-1712,GO:1990317,cellular_component,biolink:located_in
CPX:CPX-1715,GO:0001558,biological_process,biolink:actively_involved_in
CPX:CPX-1715,GO:0004674,molecular_function,biolink:enables
CPX:CPX-1715,GO:0005524,molecular_function,biolink:enables
