accession,goAnnotation.ontologyTerm.identifier,goAnnotation.ontologyTerm.namespace,goAnnotation.qualifier
CPX:CPX-1320,GO:0035977,biological_process,biolink:actively_involved_in
CPX:CPX-1320,GO:0043130,molecular_function,biolink:enables
CPX:CPX-1320,GO:0097466,biological_process,biolink:actively_involved_in
CPX:CPX-1320,GO:0120125,cellular_component,biolink:located_in
CPX:CPX-1322,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1322,GO:0006282,biological_process,biolink:actively_involved_in
CPX:CPX-1322,GO:2000002,biological_process,biolink:actively_involved_in
CPX:CPX-1323,GO:0030433,biological_process,biolink:actively_involved_in
CPX:CPX-1323,GO:0070628,molecular_function,biolink:enables
CPX:CPX-1331,GO:0000372,biological_process,biolink:actively_involved_in
CPX:CPX-1331,GO:0004521,molecular_function,biolink:enables
CPX:CPX-1331,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-1331,GO:0006397,biological_process,biolink:actively_involved_in
CPX:CPX-1332,GO:0003723,molecular_function,biolink:enables
CPX:CPX-1332,GO:0004534,molecular_function,biolink:enables
CPX:CPX-1332,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1332,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1332,GO:0034353,molecular_function,biolink:enables
CPX:CPX-1332,GO:0110103,cellular_component,biolink:located_in
CPX:CPX-1332,GO:1904595,biological_process,biolink:actively_involved_in
CPX:CPX-1333,GO:0000785,cellular_component,biolink:located_in
CPX:CPX-1333,GO:0010484,molecular_function,biolink:enables
CPX:CPX-1333,GO:0043966,biological_process,biolink:actively_involved_in
CPX:CPX-1333,GO:0070775,cellular_component,biolink:located_in
CPX:CPX-1335,GO:0003779,molecular_function,biolink:enables
CPX:CPX-1335,GO:0030100,biological_process,biolink:actively_involved_in
CPX:CPX-1335,GO:0030479,cellular_component,biolink:located_in
CPX:CPX-1335,GO:0060988,biological_process,biolink:actively_involved_in
CPX:CPX-1335,GO:0097320,biological_process,biolink:actively_involved_in
CPX:CPX-1335,GO:1990528,cellular_component,biolink:located_in
CPX:CPX-1340,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1340,GO:1902104,biological_process,biolink:actively_involved_in
CPX:CPX-1340,GO:1990520,cellular_component,biolink:located_in
CPX:CPX-1341,GO:0006886,biological_process,biolink:actively_involved_in
CPX:CPX-1341,GO:0030127,cellular_component,biolink:located_in
CPX:CPX-1341,GO:0090110,biological_process,biolink:actively_involved_in
CPX:CPX-1342,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1342,GO:0006974,biological_process,biolink:actively_involved_in
CPX:CPX-1342,GO:0009267,biological_process,biolink:actively_involved_in
CPX:CPX-1342,GO:0016575,biological_process,biolink:actively_involved_in
CPX:CPX-1342,GO:0017136,molecular_function,biolink:enables
CPX:CPX-1342,GO:0034967,cellular_component,biolink:located_in
CPX:CPX-1342,GO:0045129,molecular_function,biolink:enables
CPX:CPX-1342,GO:0045835,biological_process,biolink:actively_involved_in
CPX:CPX-1344,GO:0005737,cellular_component,biolink:located_in
CPX:CPX-1344,GO:0034315,biological_process,biolink:actively_involved_in
CPX:CPX-1344,GO:0140224,cellular_component,biolink:located_in
CPX:CPX-1355,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1355,GO:2000001,biological_process,biolink:actively_involved_in
CPX:CPX-1362,GO:0000736,biological_process,biolink:actively_involved_in
CPX:CPX-1362,GO:0004519,molecular_function,biolink:enables
CPX:CPX-1362,GO:0070337,molecular_function,biolink:enables
CPX:CPX-1362,GO:1905348,cellular_component,biolink:located_in
CPX:CPX-1363,GO:0000736,biological_process,biolink:actively_involved_in
CPX:CPX-1363,GO:0004519,molecular_function,biolink:enables
CPX:CPX-1363,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1363,GO:0070337,molecular_function,biolink:enables
CPX:CPX-1363,GO:1905348,cellular_component,biolink:located_in
CPX:CPX-1364,GO:0000724,biological_process,biolink:actively_involved_in
CPX:CPX-1364,GO:0000781,cellular_component,biolink:located_in
CPX:CPX-1364,GO:0016925,biological_process,biolink:actively_involved_in
CPX:CPX-1364,GO:0019789,molecular_function,biolink:enables
CPX:CPX-1364,GO:0030915,cellular_component,biolink:located_in
CPX:CPX-1364,GO:0032204,biological_process,biolink:actively_involved_in
CPX:CPX-1365,GO:0005887,cellular_component,biolink:located_in
CPX:CPX-1365,GO:0006886,biological_process,biolink:actively_involved_in
CPX:CPX-1365,GO:0006893,biological_process,biolink:actively_involved_in
CPX:CPX-1365,GO:0006906,biological_process,biolink:actively_involved_in
CPX:CPX-1365,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-1365,GO:0030173,cellular_component,biolink:located_in
CPX:CPX-1365,GO:0031201,cellular_component,biolink:located_in
CPX:CPX-1365,GO:0048210,biological_process,biolink:actively_involved_in
CPX:CPX-1365,GO:0099500,biological_process,biolink:actively_involved_in
CPX:CPX-1369,GO:0005887,cellular_component,biolink:located_in
CPX:CPX-1369,GO:0006886,biological_process,biolink:actively_involved_in
CPX:CPX-1369,GO:0006893,biological_process,biolink:actively_involved_in
CPX:CPX-1369,GO:0006906,biological_process,biolink:actively_involved_in
CPX:CPX-1369,GO:0016021,cellular_component,biolink:located_in
CPX:CPX-1369,GO:0030173,cellular_component,biolink:located_in
CPX:CPX-1369,GO:0031201,cellular_component,biolink:located_in
CPX:CPX-1369,GO:0048210,biological_process,biolink:actively_involved_in
CPX:CPX-1369,GO:0099500,biological_process,biolink:actively_involved_in
CPX:CPX-1370,GO:0006543,biological_process,biolink:actively_involved_in
CPX:CPX-1370,GO:0036381,molecular_function,biolink:enables
CPX:CPX-1370,GO:0042823,biological_process,biolink:actively_involved_in
CPX:CPX-1370,GO:1903600,cellular_component,biolink:located_in
CPX:CPX-1371,GO:0006543,biological_process,biolink:actively_involved_in
CPX:CPX-1371,GO:0036381,molecular_function,biolink:enables
CPX:CPX-1371,GO:0042823,biological_process,biolink:actively_involved_in
CPX:CPX-1371,GO:1903600,cellular_component,biolink:located_in
CPX:CPX-1372,GO:0004407,molecular_function,biolink:enables
CPX:CPX-1372,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1372,GO:0006355,biological_process,biolink:actively_involved_in
CPX:CPX-1372,GO:0006979,biological_process,biolink:actively_involved_in
CPX:CPX-1372,GO:0070211,cellular_component,biolink:located_in
CPX:CPX-1377,GO:0006886,biological_process,biolink:actively_involved_in
CPX:CPX-1377,GO:0010009,cellular_component,biolink:located_in
CPX:CPX-1377,GO:0042147,biological_process,biolink:actively_involved_in
CPX:CPX-1378,GO:0006886,biological_process,biolink:actively_involved_in
CPX:CPX-1378,GO:0010009,cellular_component,biolink:located_in
CPX:CPX-1378,GO:0042147,biological_process,biolink:actively_involved_in
CPX:CPX-1378,GO:0061912,biological_process,biolink:actively_involved_in
CPX:CPX-1379,GO:0004775,molecular_function,biolink:enables
CPX:CPX-1379,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1379,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-1379,GO:0006099,biological_process,biolink:actively_involved_in
CPX:CPX-1379,GO:0009361,cellular_component,biolink:located_in
CPX:CPX-1379,GO:1901289,biological_process,biolink:actively_involved_in
CPX:CPX-1380,GO:0000159,cellular_component,biolink:located_in
CPX:CPX-1380,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1380,GO:0031929,biological_process,biolink:actively_involved_in
CPX:CPX-1381,GO:0006629,biological_process,biolink:actively_involved_in
CPX:CPX-1381,GO:0031309,cellular_component,biolink:located_in
CPX:CPX-1381,GO:0034727,biological_process,biolink:actively_involved_in
CPX:CPX-1382,GO:0000159,cellular_component,biolink:located_in
CPX:CPX-1382,GO:0004722,molecular_function,biolink:enables
CPX:CPX-1382,GO:0031929,biological_process,biolink:actively_involved_in
CPX:CPX-1383,GO:0000407,cellular_component,biolink:located_in
CPX:CPX-1383,GO:0005085,molecular_function,biolink:enables
CPX:CPX-1383,GO:0016236,biological_process,biolink:actively_involved_in
CPX:CPX-1383,GO:1990072,cellular_component,biolink:located_in
CPX:CPX-1384,GO:0000118,cellular_component,biolink:located_in
CPX:CPX-1384,GO:0004407,molecular_function,biolink:enables
CPX:CPX-1384,GO:0006357,biological_process,biolink:actively_involved_in
CPX:CPX-1384,GO:0030174,biological_process,biolink:actively_involved_in
CPX:CPX-1384,GO:0043937,biological_process,biolink:actively_involved_in
CPX:CPX-1386,GO:0000794,cellular_component,biolink:located_in
CPX:CPX-1386,GO:0007129,biological_process,biolink:actively_involved_in
CPX:CPX-1386,GO:0016925,biological_process,biolink:actively_involved_in
CPX:CPX-1386,GO:0019789,molecular_function,biolink:enables
CPX:CPX-1386,GO:0035825,biological_process,biolink:actively_involved_in
CPX:CPX-1386,GO:0090173,biological_process,biolink:actively_involved_in
CPX:CPX-1386,GO:0106069,cellular_component,biolink:located_in
CPX:CPX-1387,GO:0000794,cellular_component,biolink:located_in
CPX:CPX-1387,GO:0000795,cellular_component,biolink:located_in
CPX:CPX-1387,GO:0007129,biological_process,biolink:actively_involved_in
CPX:CPX-1387,GO:0007131,biological_process,biolink:actively_involved_in
CPX:CPX-1387,GO:0035825,biological_process,biolink:actively_involved_in
CPX:CPX-140,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-140,GO:0042407,biological_process,biolink:actively_involved_in
CPX:CPX-140,GO:0044284,cellular_component,biolink:located_in
CPX:CPX-140,GO:0061617,cellular_component,biolink:located_in
CPX:CPX-1407,GO:0000794,cellular_component,biolink:located_in
CPX:CPX-1407,GO:0007130,biological_process,biolink:actively_involved_in
CPX:CPX-1408,GO:0003682,molecular_function,biolink:enables
CPX:CPX-1408,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1408,GO:0034089,biological_process,biolink:actively_involved_in
CPX:CPX-1408,GO:0034991,None,None
CPX:CPX-1409,GO:0005730,cellular_component,biolink:located_in
CPX:CPX-1409,GO:0030490,biological_process,biolink:actively_involved_in
CPX:CPX-1409,GO:0030515,molecular_function,biolink:enables
CPX:CPX-1409,GO:0034455,cellular_component,biolink:located_in
CPX:CPX-1409,GO:0042134,molecular_function,biolink:enables
CPX:CPX-1410,GO:0005730,cellular_component,biolink:located_in
CPX:CPX-1410,GO:0030490,biological_process,biolink:actively_involved_in
CPX:CPX-1410,GO:0030515,molecular_function,biolink:enables
CPX:CPX-1410,GO:0034388,cellular_component,biolink:located_in
CPX:CPX-1410,GO:0042134,molecular_function,biolink:enables
CPX:CPX-1412,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-1412,GO:0005829,cellular_component,biolink:located_in
CPX:CPX-1412,GO:0019783,molecular_function,biolink:enables
CPX:CPX-1412,GO:0034063,biological_process,biolink:actively_involved_in
CPX:CPX-1412,GO:0034517,biological_process,biolink:actively_involved_in
CPX:CPX-1412,GO:0060628,biological_process,biolink:actively_involved_in
CPX:CPX-1412,GO:1901525,biological_process,biolink:actively_involved_in
CPX:CPX-1412,GO:1990861,cellular_component,biolink:located_in
CPX:CPX-1412,GO:2000156,biological_process,biolink:actively_involved_in
CPX:CPX-1413,GO:0032511,biological_process,biolink:actively_involved_in
CPX:CPX-1413,GO:0034424,cellular_component,biolink:located_in
CPX:CPX-1414,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1414,GO:0019781,molecular_function,biolink:enables
CPX:CPX-1414,GO:0045116,biological_process,biolink:actively_involved_in
CPX:CPX-1414,GO:0120123,cellular_component,biolink:located_in
CPX:CPX-1415,GO:0003700,molecular_function,biolink:enables
CPX:CPX-1415,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1415,GO:0005667,cellular_component,biolink:located_in
CPX:CPX-1415,GO:0010673,biological_process,biolink:actively_involved_in
CPX:CPX-1415,GO:0042173,biological_process,biolink:actively_involved_in
CPX:CPX-1417,GO:0000245,biological_process,biolink:actively_involved_in
CPX:CPX-1417,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-1417,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1417,GO:0045131,molecular_function,biolink:enables
CPX:CPX-1418,GO:0000243,cellular_component,biolink:located_in
CPX:CPX-1418,GO:0000398,biological_process,biolink:actively_involved_in
CPX:CPX-1418,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1418,GO:0030627,molecular_function,biolink:enables
CPX:CPX-1419,GO:0005200,molecular_function,biolink:enables
CPX:CPX-1419,GO:0005823,cellular_component,biolink:located_in
CPX:CPX-1419,GO:0010968,biological_process,biolink:actively_involved_in
CPX:CPX-1420,GO:0005200,molecular_function,biolink:enables
CPX:CPX-1420,GO:0005823,cellular_component,biolink:located_in
CPX:CPX-1420,GO:0010968,biological_process,biolink:actively_involved_in
CPX:CPX-1421,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1421,GO:0042273,biological_process,biolink:actively_involved_in
CPX:CPX-1421,GO:0070180,molecular_function,biolink:enables
CPX:CPX-1422,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1422,GO:0050821,biological_process,biolink:actively_involved_in
CPX:CPX-1422,GO:0110078,cellular_component,biolink:located_in
CPX:CPX-1422,GO:2000003,biological_process,biolink:actively_involved_in
CPX:CPX-1423,GO:0005739,cellular_component,biolink:located_in
CPX:CPX-1423,GO:0031305,cellular_component,biolink:located_in
CPX:CPX-1423,GO:0033617,biological_process,biolink:actively_involved_in
CPX:CPX-1423,GO:0050821,biological_process,biolink:actively_involved_in
CPX:CPX-1423,GO:0070130,biological_process,biolink:actively_involved_in
CPX:CPX-1424,GO:0000226,biological_process,biolink:actively_involved_in
CPX:CPX-1424,GO:0005200,molecular_function,biolink:enables
CPX:CPX-1424,GO:0045298,cellular_component,biolink:located_in
CPX:CPX-1425,GO:0000226,biological_process,biolink:actively_involved_in
CPX:CPX-1425,GO:0005200,molecular_function,biolink:enables
CPX:CPX-1425,GO:0045298,cellular_component,biolink:located_in
CPX:CPX-1426,GO:0000146,molecular_function,biolink:enables
CPX:CPX-1426,GO:0000920,biological_process,biolink:actively_involved_in
CPX:CPX-1426,GO:0003779,molecular_function,biolink:enables
CPX:CPX-1426,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1426,GO:0005935,cellular_component,biolink:located_in
CPX:CPX-1426,GO:0016460,cellular_component,biolink:located_in
CPX:CPX-1426,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1470,GO:0000146,molecular_function,biolink:enables
CPX:CPX-1470,GO:0003779,molecular_function,biolink:enables
CPX:CPX-1470,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1470,GO:0006897,biological_process,biolink:actively_involved_in
CPX:CPX-1470,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1470,GO:0030479,cellular_component,biolink:located_in
CPX:CPX-1470,GO:0045160,cellular_component,biolink:located_in
CPX:CPX-1470,GO:2000601,biological_process,biolink:actively_involved_in
CPX:CPX-15,GO:0000781,cellular_component,biolink:located_in
CPX:CPX-15,GO:0016233,biological_process,biolink:actively_involved_in
CPX:CPX-15,GO:0032210,biological_process,biolink:actively_involved_in
CPX:CPX-15,GO:0043047,molecular_function,biolink:enables
CPX:CPX-15,GO:0051974,biological_process,biolink:actively_involved_in
CPX:CPX-15,GO:1990879,cellular_component,biolink:located_in
CPX:CPX-1500,GO:0000146,molecular_function,biolink:enables
CPX:CPX-1500,GO:0003779,molecular_function,biolink:enables
CPX:CPX-1500,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1500,GO:0006897,biological_process,biolink:actively_involved_in
CPX:CPX-1500,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1500,GO:0030479,cellular_component,biolink:located_in
CPX:CPX-1500,GO:0045160,cellular_component,biolink:located_in
CPX:CPX-1500,GO:2000601,biological_process,biolink:actively_involved_in
CPX:CPX-1501,GO:0000146,molecular_function,biolink:enables
CPX:CPX-1501,GO:0003779,molecular_function,biolink:enables
CPX:CPX-1501,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1501,GO:0016887,molecular_function,biolink:enables
CPX:CPX-1501,GO:0030050,biological_process,biolink:actively_involved_in
CPX:CPX-1501,GO:0031475,cellular_component,biolink:located_in
CPX:CPX-154,GO:0007094,biological_process,biolink:actively_involved_in
CPX:CPX-154,GO:1990298,cellular_component,biolink:located_in
CPX:CPX-1556,GO:0003678,molecular_function,biolink:enables
CPX:CPX-1556,GO:0003697,molecular_function,biolink:enables
CPX:CPX-1556,GO:0003887,molecular_function,biolink:enables
CPX:CPX-1556,GO:0005524,molecular_function,biolink:enables
CPX:CPX-1556,GO:0005634,cellular_component,biolink:located_in
CPX:CPX-1556,GO:0043596,cellular_component,biolink:located_in
CPX:CPX-1599,GO:0000049,molecular_function,biolink:enables
CPX:CPX-1599,GO:0002181,biological_process,biolink:actively_involved_in
CPX:CPX-1599,GO:0005737,cellular_component,biolink:located_in
CPX:CPX-1599,GO:0022627,cellular_component,biolink:located_in
CPX:CPX-1599,GO:0045182,molecular_function,biolink:enables
CPX:CPX-1601,GO:0000048,molecular_function,biolink:enables
CPX:CPX-1601,GO:0002181,biological_process,biolink:actively_involved_in
CPX:CPX-1601,GO:0005737,cellular_component,biolink:located_in
CPX:CPX-1601,GO:0022625,cellular_component,biolink:located_in
CPX:CPX-1601,GO:0045182,molecular_function,biolink:enables
CPX:CPX-1602,GO:0000048,molecular_function,biolink:enables
CPX:CPX-1602,GO:0005743,cellular_component,biolink:located_in
CPX:CPX-1602,GO:0005762,cellular_component,biolink:located_in
CPX:CPX-1602,GO:0032543,biological_process,biolink:actively_involved_in
CPX:CPX-1602,GO:0045182,molecular_function,biolink:enables
CPX:CPX-1603,GO:0000049,molecular_function,biolink:enables
